,num,Nombre,fecha,equipo,tit
0,1,Dean Henderson,6-Agosto-2022,Nott'ham Forest,1
1,4,Joe Worrall,6-Agosto-2022,Nott'ham Forest,1
2,7,Neco Williams,6-Agosto-2022,Nott'ham Forest,1
3,8,Jack Colback,6-Agosto-2022,Nott'ham Forest,1
4,11,Jesse Lingard,6-Agosto-2022,Nott'ham Forest,1
5,14,Lewis O'Brien,6-Agosto-2022,Nott'ham Forest,1
6,15,Harry Toffolo,6-Agosto-2022,Nott'ham Forest,1
7,16,Sam Surridge,6-Agosto-2022,Nott'ham Forest,1
8,19,Moussa Niakhate,6-Agosto-2022,Nott'ham Forest,1
9,20,Brennan Johnson,6-Agosto-2022,Nott'ham Forest,1
10,26,Scott McKenna,6-Agosto-2022,Nott'ham Forest,1
11,Banquillo,Banquillo,6-Agosto-2022,Nott'ham Forest,0
12,13,Wayne Hennessey,6-Agosto-2022,Nott'ham Forest,0
13,2,Giulian Biancone,6-Agosto-2022,Nott'ham Forest,0
14,5,Orel Mangala,6-Agosto-2022,Nott'ham Forest,0
15,6,Loïc Mbe Soh,6-Agosto-2022,Nott'ham Forest,0
16,9,Taiwo Awoniyi,6-Agosto-2022,Nott'ham Forest,0
17,17,Alexander Mighten,6-Agosto-2022,Nott'ham Forest,0
18,18,Cafú,6-Agosto-2022,Nott'ham Forest,0
19,33,Lyle Taylor,6-Agosto-2022,Nott'ham Forest,0
20,41,Oliver Hammond,6-Agosto-2022,Nott'ham Forest,0
21,1,Dean Henderson,14-Agosto-2022,Nott'ham Forest,1
22,4,Joe Worrall,14-Agosto-2022,Nott'ham Forest,1
23,5,Orel Mangala,14-Agosto-2022,Nott'ham Forest,1
24,7,Neco Williams,14-Agosto-2022,Nott'ham Forest,1
25,9,Taiwo Awoniyi,14-Agosto-2022,Nott'ham Forest,1
26,11,Jesse Lingard,14-Agosto-2022,Nott'ham Forest,1
27,14,Lewis O'Brien,14-Agosto-2022,Nott'ham Forest,1
28,15,Harry Toffolo,14-Agosto-2022,Nott'ham Forest,1
29,19,Moussa Niakhate,14-Agosto-2022,Nott'ham Forest,1
30,20,Brennan Johnson,14-Agosto-2022,Nott'ham Forest,1
31,26,Scott McKenna,14-Agosto-2022,Nott'ham Forest,1
32,Banquillo,Banquillo,14-Agosto-2022,Nott'ham Forest,0
33,13,Wayne Hennessey,14-Agosto-2022,Nott'ham Forest,0
34,2,Giulian Biancone,14-Agosto-2022,Nott'ham Forest,0
35,3,Steve Cook,14-Agosto-2022,Nott'ham Forest,0
36,6,Loïc Mbe Soh,14-Agosto-2022,Nott'ham Forest,0
37,16,Sam Surridge,14-Agosto-2022,Nott'ham Forest,0
38,17,Alexander Mighten,14-Agosto-2022,Nott'ham Forest,0
39,18,Cafú,14-Agosto-2022,Nott'ham Forest,0
40,33,Lyle Taylor,14-Agosto-2022,Nott'ham Forest,0
41,41,Oliver Hammond,14-Agosto-2022,Nott'ham Forest,0
42,1,Dean Henderson,3-Septiembre-2022,Nott'ham Forest,1
43,3,Steve Cook,3-Septiembre-2022,Nott'ham Forest,1
44,4,Joe Worrall,3-Septiembre-2022,Nott'ham Forest,1
45,7,Neco Williams,3-Septiembre-2022,Nott'ham Forest,1
46,10,Morgan Gibbs-White,3-Septiembre-2022,Nott'ham Forest,1
47,11,Jesse Lingard,3-Septiembre-2022,Nott'ham Forest,1
48,20,Brennan Johnson,3-Septiembre-2022,Nott'ham Forest,1
49,21,Cheikhou Kouyaté,3-Septiembre-2022,Nott'ham Forest,1
50,22,Ryan Yates,3-Septiembre-2022,Nott'ham Forest,1
51,26,Scott McKenna,3-Septiembre-2022,Nott'ham Forest,1
52,32,Renan Lodi,3-Septiembre-2022,Nott'ham Forest,1
53,Banquillo,Banquillo,3-Septiembre-2022,Nott'ham Forest,0
54,13,Wayne Hennessey,3-Septiembre-2022,Nott'ham Forest,0
55,2,Giulian Biancone,3-Septiembre-2022,Nott'ham Forest,0
56,8,Jack Colback,3-Septiembre-2022,Nott'ham Forest,0
57,9,Taiwo Awoniyi,3-Septiembre-2022,Nott'ham Forest,0
58,14,Lewis O'Brien,3-Septiembre-2022,Nott'ham Forest,0
59,15,Harry Toffolo,3-Septiembre-2022,Nott'ham Forest,0
60,23,Remo Freuler,3-Septiembre-2022,Nott'ham Forest,0
61,25,Emmanuel Dennis,3-Septiembre-2022,Nott'ham Forest,0
62,30,Willy Boly,3-Septiembre-2022,Nott'ham Forest,0
63,1,Dean Henderson,12-Noviembre-2022,Nott'ham Forest,1
64,4,Joe Worrall,12-Noviembre-2022,Nott'ham Forest,1
65,10,Morgan Gibbs-White,12-Noviembre-2022,Nott'ham Forest,1
66,11,Jesse Lingard,12-Noviembre-2022,Nott'ham Forest,1
67,20,Brennan Johnson,12-Noviembre-2022,Nott'ham Forest,1
68,21,Cheikhou Kouyaté,12-Noviembre-2022,Nott'ham Forest,1
69,22,Ryan Yates,12-Noviembre-2022,Nott'ham Forest,1
70,23,Remo Freuler,12-Noviembre-2022,Nott'ham Forest,1
71,24,Serge Aurier,12-Noviembre-2022,Nott'ham Forest,1
72,30,Willy Boly,12-Noviembre-2022,Nott'ham Forest,1
73,32,Renan Lodi,12-Noviembre-2022,Nott'ham Forest,1
74,Banquillo,Banquillo,12-Noviembre-2022,Nott'ham Forest,0
75,13,Wayne Hennessey,12-Noviembre-2022,Nott'ham Forest,0
76,3,Steve Cook,12-Noviembre-2022,Nott'ham Forest,0
77,7,Neco Williams,12-Noviembre-2022,Nott'ham Forest,0
78,8,Jack Colback,12-Noviembre-2022,Nott'ham Forest,0
79,9,Taiwo Awoniyi,12-Noviembre-2022,Nott'ham Forest,0
80,14,Lewis O'Brien,12-Noviembre-2022,Nott'ham Forest,0
81,16,Sam Surridge,12-Noviembre-2022,Nott'ham Forest,0
82,26,Scott McKenna,12-Noviembre-2022,Nott'ham Forest,0
83,36,Dale Taylor,12-Noviembre-2022,Nott'ham Forest,0
84,1,Dean Henderson,31-Agosto-2022,Nott'ham Forest,1
85,4,Joe Worrall,31-Agosto-2022,Nott'ham Forest,1
86,7,Neco Williams,31-Agosto-2022,Nott'ham Forest,1
87,10,Morgan Gibbs-White,31-Agosto-2022,Nott'ham Forest,1
88,14,Lewis O'Brien,31-Agosto-2022,Nott'ham Forest,1
89,20,Brennan Johnson,31-Agosto-2022,Nott'ham Forest,1
90,21,Cheikhou Kouyaté,31-Agosto-2022,Nott'ham Forest,1
91,22,Ryan Yates,31-Agosto-2022,Nott'ham Forest,1
92,23,Remo Freuler,31-Agosto-2022,Nott'ham Forest,1
93,26,Scott McKenna,31-Agosto-2022,Nott'ham Forest,1
94,32,Renan Lodi,31-Agosto-2022,Nott'ham Forest,1
95,Banquillo,Banquillo,31-Agosto-2022,Nott'ham Forest,0
96,13,Wayne Hennessey,31-Agosto-2022,Nott'ham Forest,0
97,2,Giulian Biancone,31-Agosto-2022,Nott'ham Forest,0
98,3,Steve Cook,31-Agosto-2022,Nott'ham Forest,0
99,8,Jack Colback,31-Agosto-2022,Nott'ham Forest,0
100,9,Taiwo Awoniyi,31-Agosto-2022,Nott'ham Forest,0
101,11,Jesse Lingard,31-Agosto-2022,Nott'ham Forest,0
102,15,Harry Toffolo,31-Agosto-2022,Nott'ham Forest,0
103,16,Sam Surridge,31-Agosto-2022,Nott'ham Forest,0
104,25,Emmanuel Dennis,31-Agosto-2022,Nott'ham Forest,0
105,1,Dean Henderson,28-Agosto-2022,Nott'ham Forest,1
106,3,Steve Cook,28-Agosto-2022,Nott'ham Forest,1
107,4,Joe Worrall,28-Agosto-2022,Nott'ham Forest,1
108,7,Neco Williams,28-Agosto-2022,Nott'ham Forest,1
109,10,Morgan Gibbs-White,28-Agosto-2022,Nott'ham Forest,1
110,11,Jesse Lingard,28-Agosto-2022,Nott'ham Forest,1
111,14,Lewis O'Brien,28-Agosto-2022,Nott'ham Forest,1
112,15,Harry Toffolo,28-Agosto-2022,Nott'ham Forest,1
113,20,Brennan Johnson,28-Agosto-2022,Nott'ham Forest,1
114,22,Ryan Yates,28-Agosto-2022,Nott'ham Forest,1
115,26,Scott McKenna,28-Agosto-2022,Nott'ham Forest,1
116,Banquillo,Banquillo,28-Agosto-2022,Nott'ham Forest,0
117,13,Wayne Hennessey,28-Agosto-2022,Nott'ham Forest,0
118,2,Giulian Biancone,28-Agosto-2022,Nott'ham Forest,0
119,8,Jack Colback,28-Agosto-2022,Nott'ham Forest,0
120,9,Taiwo Awoniyi,28-Agosto-2022,Nott'ham Forest,0
121,16,Sam Surridge,28-Agosto-2022,Nott'ham Forest,0
122,17,Alexander Mighten,28-Agosto-2022,Nott'ham Forest,0
123,21,Cheikhou Kouyaté,28-Agosto-2022,Nott'ham Forest,0
124,23,Remo Freuler,28-Agosto-2022,Nott'ham Forest,0
125,25,Emmanuel Dennis,28-Agosto-2022,Nott'ham Forest,0
126,1,Dean Henderson,5-Noviembre-2022,Nott'ham Forest,1
127,3,Steve Cook,5-Noviembre-2022,Nott'ham Forest,1
128,7,Neco Williams,5-Noviembre-2022,Nott'ham Forest,1
129,10,Morgan Gibbs-White,5-Noviembre-2022,Nott'ham Forest,1
130,20,Brennan Johnson,5-Noviembre-2022,Nott'ham Forest,1
131,21,Cheikhou Kouyaté,5-Noviembre-2022,Nott'ham Forest,1
132,22,Ryan Yates,5-Noviembre-2022,Nott'ham Forest,1
133,23,Remo Freuler,5-Noviembre-2022,Nott'ham Forest,1
134,24,Serge Aurier,5-Noviembre-2022,Nott'ham Forest,1
135,25,Emmanuel Dennis,5-Noviembre-2022,Nott'ham Forest,1
136,26,Scott McKenna,5-Noviembre-2022,Nott'ham Forest,1
137,Banquillo,Banquillo,5-Noviembre-2022,Nott'ham Forest,0
138,13,Wayne Hennessey,5-Noviembre-2022,Nott'ham Forest,0
139,4,Joe Worrall,5-Noviembre-2022,Nott'ham Forest,0
140,5,Orel Mangala,5-Noviembre-2022,Nott'ham Forest,0
141,9,Taiwo Awoniyi,5-Noviembre-2022,Nott'ham Forest,0
142,11,Jesse Lingard,5-Noviembre-2022,Nott'ham Forest,0
143,14,Lewis O'Brien,5-Noviembre-2022,Nott'ham Forest,0
144,16,Sam Surridge,5-Noviembre-2022,Nott'ham Forest,0
145,30,Willy Boly,5-Noviembre-2022,Nott'ham Forest,0
146,32,Renan Lodi,5-Noviembre-2022,Nott'ham Forest,0
147,1,Dean Henderson,16-Septiembre-2022,Nott'ham Forest,1
148,3,Steve Cook,16-Septiembre-2022,Nott'ham Forest,1
149,7,Neco Williams,16-Septiembre-2022,Nott'ham Forest,1
150,9,Taiwo Awoniyi,16-Septiembre-2022,Nott'ham Forest,1
151,10,Morgan Gibbs-White,16-Septiembre-2022,Nott'ham Forest,1
152,20,Brennan Johnson,16-Septiembre-2022,Nott'ham Forest,1
153,22,Ryan Yates,16-Septiembre-2022,Nott'ham Forest,1
154,23,Remo Freuler,16-Septiembre-2022,Nott'ham Forest,1
155,26,Scott McKenna,16-Septiembre-2022,Nott'ham Forest,1
156,30,Willy Boly,16-Septiembre-2022,Nott'ham Forest,1
157,32,Renan Lodi,16-Septiembre-2022,Nott'ham Forest,1
158,Banquillo,Banquillo,16-Septiembre-2022,Nott'ham Forest,0
159,13,Wayne Hennessey,16-Septiembre-2022,Nott'ham Forest,0
160,2,Giulian Biancone,16-Septiembre-2022,Nott'ham Forest,0
161,4,Joe Worrall,16-Septiembre-2022,Nott'ham Forest,0
162,11,Jesse Lingard,16-Septiembre-2022,Nott'ham Forest,0
163,14,Lewis O'Brien,16-Septiembre-2022,Nott'ham Forest,0
164,15,Harry Toffolo,16-Septiembre-2022,Nott'ham Forest,0
165,16,Sam Surridge,16-Septiembre-2022,Nott'ham Forest,0
166,21,Cheikhou Kouyaté,16-Septiembre-2022,Nott'ham Forest,0
167,25,Emmanuel Dennis,16-Septiembre-2022,Nott'ham Forest,0
168,1,Dean Henderson,22-Octubre-2022,Nott'ham Forest,1
169,3,Steve Cook,22-Octubre-2022,Nott'ham Forest,1
170,7,Neco Williams,22-Octubre-2022,Nott'ham Forest,1
171,9,Taiwo Awoniyi,22-Octubre-2022,Nott'ham Forest,1
172,10,Morgan Gibbs-White,22-Octubre-2022,Nott'ham Forest,1
173,11,Jesse Lingard,22-Octubre-2022,Nott'ham Forest,1
174,21,Cheikhou Kouyaté,22-Octubre-2022,Nott'ham Forest,1
175,22,Ryan Yates,22-Octubre-2022,Nott'ham Forest,1
176,23,Remo Freuler,22-Octubre-2022,Nott'ham Forest,1
177,24,Serge Aurier,22-Octubre-2022,Nott'ham Forest,1
178,26,Scott McKenna,22-Octubre-2022,Nott'ham Forest,1
179,Banquillo,Banquillo,22-Octubre-2022,Nott'ham Forest,0
180,13,Wayne Hennessey,22-Octubre-2022,Nott'ham Forest,0
181,2,Giulian Biancone,22-Octubre-2022,Nott'ham Forest,0
182,4,Joe Worrall,22-Octubre-2022,Nott'ham Forest,0
183,5,Orel Mangala,22-Octubre-2022,Nott'ham Forest,0
184,16,Sam Surridge,22-Octubre-2022,Nott'ham Forest,0
185,20,Brennan Johnson,22-Octubre-2022,Nott'ham Forest,0
186,25,Emmanuel Dennis,22-Octubre-2022,Nott'ham Forest,0
187,30,Willy Boly,22-Octubre-2022,Nott'ham Forest,0
188,32,Renan Lodi,22-Octubre-2022,Nott'ham Forest,0
189,1,Dean Henderson,10-Octubre-2022,Nott'ham Forest,1
190,3,Steve Cook,10-Octubre-2022,Nott'ham Forest,1
191,10,Morgan Gibbs-White,10-Octubre-2022,Nott'ham Forest,1
192,15,Harry Toffolo,10-Octubre-2022,Nott'ham Forest,1
193,20,Brennan Johnson,10-Octubre-2022,Nott'ham Forest,1
194,21,Cheikhou Kouyaté,10-Octubre-2022,Nott'ham Forest,1
195,22,Ryan Yates,10-Octubre-2022,Nott'ham Forest,1
196,23,Remo Freuler,10-Octubre-2022,Nott'ham Forest,1
197,24,Serge Aurier,10-Octubre-2022,Nott'ham Forest,1
198,25,Emmanuel Dennis,10-Octubre-2022,Nott'ham Forest,1
199,26,Scott McKenna,10-Octubre-2022,Nott'ham Forest,1
200,Banquillo,Banquillo,10-Octubre-2022,Nott'ham Forest,0
201,13,Wayne Hennessey,10-Octubre-2022,Nott'ham Forest,0
202,4,Joe Worrall,10-Octubre-2022,Nott'ham Forest,0
203,5,Orel Mangala,10-Octubre-2022,Nott'ham Forest,0
204,7,Neco Williams,10-Octubre-2022,Nott'ham Forest,0
205,9,Taiwo Awoniyi,10-Octubre-2022,Nott'ham Forest,0
206,11,Jesse Lingard,10-Octubre-2022,Nott'ham Forest,0
207,14,Lewis O'Brien,10-Octubre-2022,Nott'ham Forest,0
208,16,Sam Surridge,10-Octubre-2022,Nott'ham Forest,0
209,30,Willy Boly,10-Octubre-2022,Nott'ham Forest,0
210,1,Dean Henderson,20-Agosto-2022,Nott'ham Forest,1
211,3,Steve Cook,20-Agosto-2022,Nott'ham Forest,1
212,4,Joe Worrall,20-Agosto-2022,Nott'ham Forest,1
213,5,Orel Mangala,20-Agosto-2022,Nott'ham Forest,1
214,7,Neco Williams,20-Agosto-2022,Nott'ham Forest,1
215,9,Taiwo Awoniyi,20-Agosto-2022,Nott'ham Forest,1
216,11,Jesse Lingard,20-Agosto-2022,Nott'ham Forest,1
217,14,Lewis O'Brien,20-Agosto-2022,Nott'ham Forest,1
218,15,Harry Toffolo,20-Agosto-2022,Nott'ham Forest,1
219,20,Brennan Johnson,20-Agosto-2022,Nott'ham Forest,1
220,26,Scott McKenna,20-Agosto-2022,Nott'ham Forest,1
221,Banquillo,Banquillo,20-Agosto-2022,Nott'ham Forest,0
222,13,Wayne Hennessey,20-Agosto-2022,Nott'ham Forest,0
223,2,Giulian Biancone,20-Agosto-2022,Nott'ham Forest,0
224,10,Morgan Gibbs-White,20-Agosto-2022,Nott'ham Forest,0
225,16,Sam Surridge,20-Agosto-2022,Nott'ham Forest,0
226,17,Alexander Mighten,20-Agosto-2022,Nott'ham Forest,0
227,21,Cheikhou Kouyaté,20-Agosto-2022,Nott'ham Forest,0
228,22,Ryan Yates,20-Agosto-2022,Nott'ham Forest,0
229,23,Remo Freuler,20-Agosto-2022,Nott'ham Forest,0
230,25,Emmanuel Dennis,20-Agosto-2022,Nott'ham Forest,0
231,1,Dean Henderson,3-Octubre-2022,Nott'ham Forest,1
232,3,Steve Cook,3-Octubre-2022,Nott'ham Forest,1
233,7,Neco Williams,3-Octubre-2022,Nott'ham Forest,1
234,9,Taiwo Awoniyi,3-Octubre-2022,Nott'ham Forest,1
235,10,Morgan Gibbs-White,3-Octubre-2022,Nott'ham Forest,1
236,11,Jesse Lingard,3-Octubre-2022,Nott'ham Forest,1
237,14,Lewis O'Brien,3-Octubre-2022,Nott'ham Forest,1
238,20,Brennan Johnson,3-Octubre-2022,Nott'ham Forest,1
239,21,Cheikhou Kouyaté,3-Octubre-2022,Nott'ham Forest,1
240,26,Scott McKenna,3-Octubre-2022,Nott'ham Forest,1
241,32,Renan Lodi,3-Octubre-2022,Nott'ham Forest,1
242,Banquillo,Banquillo,3-Octubre-2022,Nott'ham Forest,0
243,13,Wayne Hennessey,3-Octubre-2022,Nott'ham Forest,0
244,4,Joe Worrall,3-Octubre-2022,Nott'ham Forest,0
245,5,Orel Mangala,3-Octubre-2022,Nott'ham Forest,0
246,16,Sam Surridge,3-Octubre-2022,Nott'ham Forest,0
247,22,Ryan Yates,3-Octubre-2022,Nott'ham Forest,0
248,23,Remo Freuler,3-Octubre-2022,Nott'ham Forest,0
249,24,Serge Aurier,3-Octubre-2022,Nott'ham Forest,0
250,25,Emmanuel Dennis,3-Octubre-2022,Nott'ham Forest,0
251,30,Willy Boly,3-Octubre-2022,Nott'ham Forest,0
252,1,Dean Henderson,30-Octubre-2022,Nott'ham Forest,1
253,3,Steve Cook,30-Octubre-2022,Nott'ham Forest,1
254,9,Taiwo Awoniyi,30-Octubre-2022,Nott'ham Forest,1
255,10,Morgan Gibbs-White,30-Octubre-2022,Nott'ham Forest,1
256,11,Jesse Lingard,30-Octubre-2022,Nott'ham Forest,1
257,21,Cheikhou Kouyaté,30-Octubre-2022,Nott'ham Forest,1
258,22,Ryan Yates,30-Octubre-2022,Nott'ham Forest,1
259,23,Remo Freuler,30-Octubre-2022,Nott'ham Forest,1
260,24,Serge Aurier,30-Octubre-2022,Nott'ham Forest,1
261,26,Scott McKenna,30-Octubre-2022,Nott'ham Forest,1
262,32,Renan Lodi,30-Octubre-2022,Nott'ham Forest,1
263,Banquillo,Banquillo,30-Octubre-2022,Nott'ham Forest,0
264,13,Wayne Hennessey,30-Octubre-2022,Nott'ham Forest,0
265,4,Joe Worrall,30-Octubre-2022,Nott'ham Forest,0
266,5,Orel Mangala,30-Octubre-2022,Nott'ham Forest,0
267,7,Neco Williams,30-Octubre-2022,Nott'ham Forest,0
268,14,Lewis O'Brien,30-Octubre-2022,Nott'ham Forest,0
269,16,Sam Surridge,30-Octubre-2022,Nott'ham Forest,0
270,20,Brennan Johnson,30-Octubre-2022,Nott'ham Forest,0
271,25,Emmanuel Dennis,30-Octubre-2022,Nott'ham Forest,0
272,30,Willy Boly,30-Octubre-2022,Nott'ham Forest,0
273,1,Dean Henderson,15-Octubre-2022,Nott'ham Forest,1
274,3,Steve Cook,15-Octubre-2022,Nott'ham Forest,1
275,7,Neco Williams,15-Octubre-2022,Nott'ham Forest,1
276,10,Morgan Gibbs-White,15-Octubre-2022,Nott'ham Forest,1
277,15,Harry Toffolo,15-Octubre-2022,Nott'ham Forest,1
278,20,Brennan Johnson,15-Octubre-2022,Nott'ham Forest,1
279,21,Cheikhou Kouyaté,15-Octubre-2022,Nott'ham Forest,1
280,22,Ryan Yates,15-Octubre-2022,Nott'ham Forest,1
281,23,Remo Freuler,15-Octubre-2022,Nott'ham Forest,1
282,25,Emmanuel Dennis,15-Octubre-2022,Nott'ham Forest,1
283,26,Scott McKenna,15-Octubre-2022,Nott'ham Forest,1
284,Banquillo,Banquillo,15-Octubre-2022,Nott'ham Forest,0
285,13,Wayne Hennessey,15-Octubre-2022,Nott'ham Forest,0
286,2,Giulian Biancone,15-Octubre-2022,Nott'ham Forest,0
287,4,Joe Worrall,15-Octubre-2022,Nott'ham Forest,0
288,5,Orel Mangala,15-Octubre-2022,Nott'ham Forest,0
289,9,Taiwo Awoniyi,15-Octubre-2022,Nott'ham Forest,0
290,11,Jesse Lingard,15-Octubre-2022,Nott'ham Forest,0
291,16,Sam Surridge,15-Octubre-2022,Nott'ham Forest,0
292,28,Loïc Bade,15-Octubre-2022,Nott'ham Forest,0
293,30,Willy Boly,15-Octubre-2022,Nott'ham Forest,0
294,1,Dean Henderson,18-Octubre-2022,Nott'ham Forest,1
295,3,Steve Cook,18-Octubre-2022,Nott'ham Forest,1
296,5,Orel Mangala,18-Octubre-2022,Nott'ham Forest,1
297,7,Neco Williams,18-Octubre-2022,Nott'ham Forest,1
298,10,Morgan Gibbs-White,18-Octubre-2022,Nott'ham Forest,1
299,11,Jesse Lingard,18-Octubre-2022,Nott'ham Forest,1
300,20,Brennan Johnson,18-Octubre-2022,Nott'ham Forest,1
301,22,Ryan Yates,18-Octubre-2022,Nott'ham Forest,1
302,23,Remo Freuler,18-Octubre-2022,Nott'ham Forest,1
303,24,Serge Aurier,18-Octubre-2022,Nott'ham Forest,1
304,26,Scott McKenna,18-Octubre-2022,Nott'ham Forest,1
305,Banquillo,Banquillo,18-Octubre-2022,Nott'ham Forest,0
306,13,Wayne Hennessey,18-Octubre-2022,Nott'ham Forest,0
307,2,Giulian Biancone,18-Octubre-2022,Nott'ham Forest,0
308,4,Joe Worrall,18-Octubre-2022,Nott'ham Forest,0
309,9,Taiwo Awoniyi,18-Octubre-2022,Nott'ham Forest,0
310,15,Harry Toffolo,18-Octubre-2022,Nott'ham Forest,0
311,16,Sam Surridge,18-Octubre-2022,Nott'ham Forest,0
312,21,Cheikhou Kouyaté,18-Octubre-2022,Nott'ham Forest,0
313,25,Emmanuel Dennis,18-Octubre-2022,Nott'ham Forest,0
314,30,Willy Boly,18-Octubre-2022,Nott'ham Forest,0
315,1,Emiliano Martínez,31-Agosto-2022,Aston Villa,1
316,2,Matty Cash,31-Agosto-2022,Aston Villa,1
317,4,Ezri Konsa,31-Agosto-2022,Aston Villa,1
318,5,Tyrone Mings,31-Agosto-2022,Aston Villa,1
319,7,John McGinn,31-Agosto-2022,Aston Villa,1
320,10,Emi Buendía,31-Agosto-2022,Aston Villa,1
321,11,Ollie Watkins,31-Agosto-2022,Aston Villa,1
322,27,Lucas Digne,31-Agosto-2022,Aston Villa,1
323,31,Leon Bailey,31-Agosto-2022,Aston Villa,1
324,41,Jacob Ramsey,31-Agosto-2022,Aston Villa,1
325,44,Boubacar Kamara,31-Agosto-2022,Aston Villa,1
326,Banquillo,Banquillo,31-Agosto-2022,Aston Villa,0
327,25,Robin Olsen,31-Agosto-2022,Aston Villa,0
328,6,Douglas Luiz,31-Agosto-2022,Aston Villa,0
329,9,Danny Ings,31-Agosto-2022,Aston Villa,0
330,16,Calum Chambers,31-Agosto-2022,Aston Villa,0
331,17,Ludwig Augustinsson,31-Agosto-2022,Aston Villa,0
332,18,Ashley Young,31-Agosto-2022,Aston Villa,0
333,23,Philippe Coutinho,31-Agosto-2022,Aston Villa,0
334,35,Cameron Archer,31-Agosto-2022,Aston Villa,0
335,47,Tim Iroegbunam,31-Agosto-2022,Aston Villa,0
336,25,Robin Olsen,26-Diciembre-2022,Aston Villa,1
337,4,Ezri Konsa,26-Diciembre-2022,Aston Villa,1
338,5,Tyrone Mings,26-Diciembre-2022,Aston Villa,1
339,6,Douglas Luiz,26-Diciembre-2022,Aston Villa,1
340,7,John McGinn,26-Diciembre-2022,Aston Villa,1
341,10,Emi Buendía,26-Diciembre-2022,Aston Villa,1
342,11,Ollie Watkins,26-Diciembre-2022,Aston Villa,1
343,18,Ashley Young,26-Diciembre-2022,Aston Villa,1
344,27,Lucas Digne,26-Diciembre-2022,Aston Villa,1
345,31,Leon Bailey,26-Diciembre-2022,Aston Villa,1
346,44,Boubacar Kamara,26-Diciembre-2022,Aston Villa,1
347,Banquillo,Banquillo,26-Diciembre-2022,Aston Villa,0
348,42,Filip Marshall,26-Diciembre-2022,Aston Villa,0
349,2,Matty Cash,26-Diciembre-2022,Aston Villa,0
350,9,Danny Ings,26-Diciembre-2022,Aston Villa,0
351,16,Calum Chambers,26-Diciembre-2022,Aston Villa,0
352,20,Jan Bednarek,26-Diciembre-2022,Aston Villa,0
353,23,Philippe Coutinho,26-Diciembre-2022,Aston Villa,0
354,32,Leander Dendoncker,26-Diciembre-2022,Aston Villa,0
355,35,Cameron Archer,26-Diciembre-2022,Aston Villa,0
356,72,Kadan Young,26-Diciembre-2022,Aston Villa,0
357,1,Emiliano Martínez,16-Septiembre-2022,Aston Villa,1
358,4,Ezri Konsa,16-Septiembre-2022,Aston Villa,1
359,5,Tyrone Mings,16-Septiembre-2022,Aston Villa,1
360,7,John McGinn,16-Septiembre-2022,Aston Villa,1
361,11,Ollie Watkins,16-Septiembre-2022,Aston Villa,1
362,18,Ashley Young,16-Septiembre-2022,Aston Villa,1
363,23,Philippe Coutinho,16-Septiembre-2022,Aston Villa,1
364,27,Lucas Digne,16-Septiembre-2022,Aston Villa,1
365,31,Leon Bailey,16-Septiembre-2022,Aston Villa,1
366,41,Jacob Ramsey,16-Septiembre-2022,Aston Villa,1
367,44,Boubacar Kamara,16-Septiembre-2022,Aston Villa,1
368,Banquillo,Banquillo,16-Septiembre-2022,Aston Villa,0
369,25,Robin Olsen,16-Septiembre-2022,Aston Villa,0
370,6,Douglas Luiz,16-Septiembre-2022,Aston Villa,0
371,8,Morgan Sanson,16-Septiembre-2022,Aston Villa,0
372,9,Danny Ings,16-Septiembre-2022,Aston Villa,0
373,10,Emi Buendía,16-Septiembre-2022,Aston Villa,0
374,16,Calum Chambers,16-Septiembre-2022,Aston Villa,0
375,17,Ludwig Augustinsson,16-Septiembre-2022,Aston Villa,0
376,19,Marvelous Nakamba,16-Septiembre-2022,Aston Villa,0
377,32,Leander Dendoncker,16-Septiembre-2022,Aston Villa,0
378,1,Emiliano Martínez,13-Noviembre-2022,Aston Villa,1
379,2,Matty Cash,13-Noviembre-2022,Aston Villa,1
380,4,Ezri Konsa,13-Noviembre-2022,Aston Villa,1
381,5,Tyrone Mings,13-Noviembre-2022,Aston Villa,1
382,6,Douglas Luiz,13-Noviembre-2022,Aston Villa,1
383,7,John McGinn,13-Noviembre-2022,Aston Villa,1
384,9,Danny Ings,13-Noviembre-2022,Aston Villa,1
385,10,Emi Buendía,13-Noviembre-2022,Aston Villa,1
386,27,Lucas Digne,13-Noviembre-2022,Aston Villa,1
387,41,Jacob Ramsey,13-Noviembre-2022,Aston Villa,1
388,44,Boubacar Kamara,13-Noviembre-2022,Aston Villa,1
389,Banquillo,Banquillo,13-Noviembre-2022,Aston Villa,0
390,25,Robin Olsen,13-Noviembre-2022,Aston Villa,0
391,8,Morgan Sanson,13-Noviembre-2022,Aston Villa,0
392,16,Calum Chambers,13-Noviembre-2022,Aston Villa,0
393,17,Ludwig Augustinsson,13-Noviembre-2022,Aston Villa,0
394,18,Ashley Young,13-Noviembre-2022,Aston Villa,0
395,20,Jan Bednarek,13-Noviembre-2022,Aston Villa,0
396,31,Leon Bailey,13-Noviembre-2022,Aston Villa,0
397,32,Leander Dendoncker,13-Noviembre-2022,Aston Villa,0
398,35,Cameron Archer,13-Noviembre-2022,Aston Villa,0
399,1,Emiliano Martínez,23-Octubre-2022,Aston Villa,1
400,2,Matty Cash,23-Octubre-2022,Aston Villa,1
401,4,Ezri Konsa,23-Octubre-2022,Aston Villa,1
402,5,Tyrone Mings,23-Octubre-2022,Aston Villa,1
