,name,date,team,opponent,min,g,ass,tp,tpint,dis,dap,ta,tr,toques,tkl,interceps,blocks,xg,npxg,xag,act,acg,cmp,int_pass,po_cmp,prog,reg_success,reg_int
2352,Ashley Young,2022-10-16,Aston Villa,Chelsea,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,3.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,43.0,58.0,74.1,6.0,0.0,0.0
2353,Ashley Young,2022-10-20,Aston Villa,Fulham,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,3.0,1.0,0.0,0.0,0.0,0.1,4.0,0.0,23.0,33.0,69.7,1.0,0.0,2.0
2354,Ashley Young,2022-10-23,Aston Villa,Brentford,90.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,59.0,2.0,3.0,3.0,0.0,0.0,0.0,3.0,1.0,39.0,47.0,83.0,4.0,0.0,1.0
2355,Ashley Young,2022-10-29,Aston Villa,Newcastle Utd,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,29.0,36.0,80.6,2.0,1.0,2.0
2356,Ashley Young,2022-11-06,Aston Villa,Manchester Utd,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,80.0,1.0,0.0,0.0
2357,Ashley Young,2022-11-13,Aston Villa,Brighton,22.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,7.0,71.4,1.0,0.0,0.0
2358,Ashley Young,2022-12-26,Aston Villa,Liverpool,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,58.0,72.0,80.6,2.0,0.0,0.0
2359,Asmir Begovic,2021-09-18,Everton,Aston Villa,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,24.0,62.5,0.0,0.0,0.0
2360,Asmir Begovic,2022-03-17,Everton,Newcastle Utd,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,32.0,28.1,0.0,0.0,0.0
2361,Asmir Begovic,2022-05-22,Everton,Arsenal,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,29.0,51.7,0.0,0.0,0.0
2362,Asmir Begovic,2022-09-18,Everton,West Ham,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,30.0,70.0,0.0,0.0,0.0
2363,Axel Tuanzebe,2020-11-07,Manchester Utd,Everton,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,100.0,0.0,0.0,0.0
2364,Axel Tuanzebe,2020-12-26,Manchester Utd,Leicester City,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,15.0,80.0,0.0,0.0,1.0
2365,Axel Tuanzebe,2021-01-01,Manchester Utd,Aston Villa,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0
2366,Axel Tuanzebe,2021-01-27,Manchester Utd,Sheffield Utd,82.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,102.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,87.0,93.0,93.5,6.0,0.0,0.0
2367,Axel Tuanzebe,2021-02-06,Manchester Utd,Everton,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0
2368,Axel Tuanzebe,2021-05-11,Manchester Utd,Leicester City,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,59.0,73.0,80.8,1.0,0.0,0.0
2369,Axel Tuanzebe,2021-05-18,Manchester Utd,Fulham,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,53.0,90.6,2.0,0.0,1.0
2370,Axel Tuanzebe,2021-05-23,Manchester Utd,Wolves,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,25.0,88.0,0.0,0.0,0.0
2371,Axel Tuanzebe,2021-08-21,Aston Villa,Newcastle Utd,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0
2372,Axel Tuanzebe,2021-08-28,Aston Villa,Brentford,90.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,44.0,0.0,1.0,2.0,0.1,0.1,0.0,0.0,0.0,28.0,36.0,77.8,1.0,0.0,0.0
2373,Axel Tuanzebe,2021-09-11,Aston Villa,Chelsea,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,48.0,87.5,0.0,0.0,0.0
2374,Axel Tuanzebe,2021-09-18,Aston Villa,Everton,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,52.0,0.0,0.0,1.0,0.1,0.1,0.0,1.0,0.0,41.0,46.0,89.1,1.0,0.0,0.0
2375,Axel Tuanzebe,2021-10-16,Aston Villa,Wolves,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,51.0,58.0,87.9,1.0,0.0,0.0
2376,Axel Tuanzebe,2021-10-22,Aston Villa,Arsenal,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,18.0,83.3,0.0,0.0,0.0
2377,Axel Tuanzebe,2021-11-05,Aston Villa,Southampton,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,29.0,82.8,0.0,0.0,0.0
2378,Axel Tuanzebe,2021-12-14,Aston Villa,Norwich City,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,100.0,0.0,0.0,0.0
2379,Aymeric Laporte,2020-10-03,Manchester City,Leeds United,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44.0,1.0,1.0,1.0,0.1,0.1,0.0,1.0,0.0,28.0,36.0,77.8,0.0,0.0,0.0
2380,Aymeric Laporte,2020-10-31,Manchester City,Sheffield Utd,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,102.0,2.0,1.0,1.0,0.2,0.2,0.1,1.0,0.0,83.0,92.0,90.2,5.0,0.0,0.0
2381,Aymeric Laporte,2020-11-08,Manchester City,Liverpool,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,85.0,87.1,2.0,0.0,0.0
2382,Aymeric Laporte,2020-11-21,Manchester City,Tottenham,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,66.0,71.0,93.0,2.0,0.0,0.0
2383,Aymeric Laporte,2021-01-26,Manchester City,West Brom,39.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,40.0,48.0,83.3,0.0,0.0,0.0
2384,Aymeric Laporte,2021-01-30,Manchester City,Sheffield Utd,90.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,134.0,0.0,0.0,1.0,0.1,0.1,0.0,0.0,0.0,120.0,130.0,92.3,3.0,0.0,0.0
2385,Aymeric Laporte,2021-02-03,Manchester City,Burnley,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,80.0,88.0,90.9,5.0,0.0,0.0
2386,Aymeric Laporte,2021-02-13,Manchester City,Tottenham,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,74.0,89.2,2.0,0.0,0.0
2387,Aymeric Laporte,2021-02-17,Manchester City,Everton,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,95.0,89.5,6.0,0.0,0.0
2388,Aymeric Laporte,2021-03-02,Manchester City,Wolves,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,101.0,106.0,95.3,6.0,0.0,0.0
2389,Aymeric Laporte,2021-03-10,Manchester City,Southampton,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,74.0,81.0,91.4,5.0,0.0,0.0
2390,Aymeric Laporte,2021-03-13,Manchester City,Fulham,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,64.0,67.0,95.5,1.0,1.0,1.0
2391,Aymeric Laporte,2021-04-03,Manchester City,Leicester City,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,82.0,90.2,3.0,0.0,0.0
2392,Aymeric Laporte,2021-04-21,Manchester City,Aston Villa,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,35.0,97.1,0.0,0.0,0.0
2393,Aymeric Laporte,2021-05-01,Manchester City,Crystal Palace,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.0,0.0,1.0,1.0,0.4,0.4,0.2,5.0,1.0,88.0,95.0,92.6,12.0,0.0,0.0
2394,Aymeric Laporte,2021-05-08,Manchester City,Chelsea,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,92.0,100.0,92.0,4.0,1.0,1.0
2395,Aymeric Laporte,2021-08-21,Manchester City,Norwich City,90.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,115.0,0.0,1.0,0.0,0.4,0.4,0.0,3.0,2.0,111.0,113.0,98.2,5.0,0.0,0.0
2396,Aymeric Laporte,2021-08-28,Manchester City,Arsenal,90.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,98.0,2.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,85.0,88.0,96.6,3.0,0.0,1.0
2397,Aymeric Laporte,2021-09-11,Manchester City,Leicester City,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,118.0,0.0,0.0,0.0,0.1,0.1,0.0,2.0,0.0,107.0,113.0,94.7,13.0,0.0,0.0
2398,Aymeric Laporte,2021-09-25,Manchester City,Chelsea,90.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,82.0,0.0,2.0,1.0,0.2,0.2,0.0,0.0,0.0,71.0,73.0,97.3,3.0,0.0,0.0
2399,Aymeric Laporte,2021-10-03,Manchester City,Liverpool,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,66.0,90.9,1.0,0.0,0.0
2400,Aymeric Laporte,2021-10-16,Manchester City,Burnley,71.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,80.0,2.0,0.0,1.0,0.2,0.2,0.0,3.0,0.0,68.0,75.0,90.7,5.0,1.0,1.0
2401,Aymeric Laporte,2021-10-23,Manchester City,Brighton,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,53.0,59.0,89.8,2.0,1.0,1.0
2402,Aymeric Laporte,2021-10-30,Manchester City,Crystal Palace,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,49.0,0.0,0.0,0.0,0.0,0.0,0.1,2.0,0.0,47.0,49.0,95.9,3.0,0.0,0.0
2403,Aymeric Laporte,2021-11-21,Manchester City,Everton,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,102.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,97.0,95.9,4.0,0.0,0.0
2404,Aymeric Laporte,2021-11-28,Manchester City,West Ham,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,96.0,1.0,2.0,0.0,0.1,0.1,0.0,0.0,0.0,82.0,88.0,93.2,8.0,0.0,0.0
2405,Aymeric Laporte,2021-12-04,Manchester City,Watford,90.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,116.0,1.0,6.0,1.0,0.4,0.4,0.1,6.0,0.0,93.0,101.0,92.1,8.0,1.0,1.0
2406,Aymeric Laporte,2021-12-11,Manchester City,Wolves,90.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,96.0,2.0,1.0,0.0,0.2,0.2,0.0,1.0,0.0,86.0,89.0,96.6,4.0,0.0,0.0
2407,Aymeric Laporte,2021-12-14,Manchester City,Leeds United,90.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,108.0,2.0,0.0,2.0,0.1,0.1,0.0,2.0,0.0,93.0,98.0,94.9,6.0,0.0,1.0
2408,Aymeric Laporte,2021-12-19,Manchester City,Newcastle Utd,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,97.0,4.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,84.0,90.0,93.3,2.0,0.0,0.0
2409,Aymeric Laporte,2021-12-26,Manchester City,Leicester City,90.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,113.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,1.0,109.0,109.0,100.0,2.0,0.0,0.0
2410,Aymeric Laporte,2021-12-29,Manchester City,Brentford,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,100.0,5.0,0.0,0.0
2411,Aymeric Laporte,2022-01-01,Manchester City,Arsenal,90.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,94.0,1.0,0.0,0.0,0.2,0.2,0.0,1.0,1.0,81.0,88.0,92.0,6.0,1.0,1.0
2412,Aymeric Laporte,2022-01-15,Manchester City,Chelsea,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,77.0,83.0,92.8,4.0,0.0,0.0
2413,Aymeric Laporte,2022-01-22,Manchester City,Southampton,90.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,99.0,4.0,1.0,1.0,0.3,0.3,0.0,1.0,0.0,88.0,92.0,95.7,6.0,0.0,0.0
2414,Aymeric Laporte,2022-02-09,Manchester City,Brentford,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,84.0,1.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,78.0,81.0,96.3,5.0,0.0,0.0
2415,Aymeric Laporte,2022-02-19,Manchester City,Tottenham,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0,0.0,1.0,0.0,0.0,0.0,0.2,2.0,0.0,117.0,121.0,96.7,10.0,0.0,0.0
2416,Aymeric Laporte,2022-02-26,Manchester City,Everton,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,122.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,110.0,110.0,100.0,9.0,0.0,0.0
2417,Aymeric Laporte,2022-03-06,Manchester City,Manchester Utd,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,94.0,98.0,95.9,7.0,0.0,0.0
2418,Aymeric Laporte,2022-03-14,Manchester City,Crystal Palace,90.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,138.0,0.0,3.0,0.0,0.8,0.8,0.0,2.0,0.0,118.0,128.0,92.2,13.0,2.0,2.0
2419,Aymeric Laporte,2022-04-02,Manchester City,Burnley,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,107.0,116.0,92.2,1.0,0.0,0.0
2420,Aymeric Laporte,2022-04-10,Manchester City,Liverpool,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,88.0,96.0,91.7,4.0,0.0,0.0
2421,Aymeric Laporte,2022-04-20,Manchester City,Brighton,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,92.0,101.0,91.1,8.0,0.0,0.0
2422,Aymeric Laporte,2022-04-23,Manchester City,Watford,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,61.0,67.0,91.0,6.0,0.0,0.0
2423,Aymeric Laporte,2022-04-30,Manchester City,Leeds United,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,82.0,87.0,94.3,3.0,0.0,0.0
2424,Aymeric Laporte,2022-05-08,Manchester City,Newcastle Utd,86.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,80.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,72.0,75.0,96.0,1.0,0.0,0.0
2425,Aymeric Laporte,2022-05-11,Manchester City,Wolves,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,56.0,58.0,96.6,0.0,0.0,0.0
2426,Aymeric Laporte,2022-05-15,Manchester City,West Ham,90.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,96.0,0.0,0.0,1.0,0.2,0.2,0.1,3.0,0.0,83.0,89.0,93.3,7.0,0.0,0.0
2427,Aymeric Laporte,2022-05-22,Manchester City,Aston Villa,90.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,85.0,1.0,0.0,1.0,0.1,0.1,0.0,0.0,0.0,74.0,80.0,92.5,1.0,0.0,0.0
2428,Aymeric Laporte,2022-10-02,Manchester City,Manchester Utd,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,18.0,20.0,90.0,0.0,0.0,0.0
2429,Aymeric Laporte,2022-10-22,Manchester City,Brighton,90.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,53.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,41.0,44.0,93.2,2.0,0.0,0.0
2430,Aymeric Laporte,2022-10-29,Manchester City,Leicester City,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,113.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,97.0,108.0,89.8,5.0,0.0,1.0
2431,Aymeric Laporte,2022-11-12,Manchester City,Brentford,90.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,92.0,1.0,1.0,1.0,0.1,0.1,0.1,2.0,0.0,70.0,78.0,89.7,6.0,1.0,1.0
2432,Ayoze Perez,2020-09-13,Leicester City,West Brom,66.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36.0,0.0,0.0,1.0,0.1,0.1,0.0,1.0,0.0,21.0,30.0,70.0,5.0,1.0,1.0
2433,Ayoze Perez,2020-09-20,Leicester City,Burnley,61.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36.0,2.0,2.0,1.0,0.1,0.1,0.0,1.0,0.0,17.0,22.0,77.3,1.0,0.0,2.0
2434,Ayoze Perez,2020-10-04,Leicester City,West Ham,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,25.0,52.0,2.0,0.0,0.0
2435,Ayoze Perez,2020-10-18,Leicester City,Aston Villa,90.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,40.0,6.0,3.0,1.0,0.2,0.2,0.1,3.0,0.0,18.0,24.0,75.0,3.0,1.0,3.0
2436,Ayoze Perez,2020-12-06,Leicester City,Sheffield Utd,68.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,47.0,0.0,1.0,0.0,0.6,0.6,0.1,6.0,0.0,31.0,36.0,86.1,6.0,3.0,7.0
2437,Ayoze Perez,2020-12-13,Leicester City,Brighton,61.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,31.0,1.0,0.0,1.0,0.1,0.1,0.1,5.0,2.0,16.0,18.0,88.9,4.0,1.0,4.0
2438,Ayoze Perez,2020-12-16,Leicester City,Everton,29.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,18.0,1.0,0.0,0.0,0.1,0.1,0.1,2.0,0.0,9.0,11.0,81.8,2.0,0.0,0.0
2439,Ayoze Perez,2020-12-26,Leicester City,Manchester Utd,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,0.4,0.4,0.1,0.0,0.0,7.0,9.0,77.8,0.0,0.0,0.0
2440,Ayoze Perez,2020-12-28,Leicester City,Crystal Palace,90.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,46.0,7.0,0.0,1.0,0.2,0.2,0.2,4.0,0.0,21.0,30.0,70.0,2.0,0.0,3.0
2441,Ayoze Perez,2021-01-16,Leicester City,Southampton,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.1,2.0,0.0,1.0,4.0,25.0,0.0,2.0,3.0
2442,Ayoze Perez,2021-01-19,Leicester City,Chelsea,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,66.7,0.0,2.0,4.0
2443,Ayoze Perez,2021-01-27,Leicester City,Everton,90.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,29.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,14.0,18.0,77.8,0.0,1.0,1.0
2444,Ayoze Perez,2021-01-31,Leicester City,Leeds United,90.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,58.0,0.0,0.0,2.0,0.6,0.6,0.3,6.0,0.0,33.0,39.0,84.6,2.0,2.0,6.0
2445,Ayoze Perez,2021-02-03,Leicester City,Fulham,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,21.0,61.9,1.0,0.0,1.0
2446,Ayoze Perez,2021-02-07,Leicester City,Wolves,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1.0,1.0,4.0,0.0,0.0,0.0,2.0,0.0,17.0,25.0,68.0,1.0,3.0,4.0
2447,Ayoze Perez,2021-02-13,Leicester City,Liverpool,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0
2448,Ayoze Perez,2021-03-14,Leicester City,Sheffield Utd,80.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,52.0,4.0,0.0,4.0,0.2,0.2,0.0,2.0,1.0,26.0,37.0,70.3,2.0,3.0,3.0
2449,Ayoze Perez,2021-04-03,Leicester City,Manchester City,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,28.0,36.0,77.8,3.0,6.0,6.0
2450,Ayoze Perez,2021-04-22,Leicester City,West Brom,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,9.0,77.8,1.0,0.0,1.0
2451,Ayoze Perez,2021-04-26,Leicester City,Crystal Palace,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,88.9,0.0,0.0,0.0
2452,Ayoze Perez,2021-04-30,Leicester City,Southampton,45.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,27.0,1.0,0.0,0.0,0.1,0.1,0.0,6.0,0.0,11.0,17.0,64.7,0.0,4.0,5.0
2453,Ayoze Perez,2021-05-07,Leicester City,Newcastle Utd,28.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,17.0,0.0,0.0,0.0,0.4,0.4,0.1,3.0,1.0,12.0,12.0,100.0,1.0,0.0,1.0
2454,Ayoze Perez,2021-05-11,Leicester City,Manchester Utd,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,17.0,22.0,77.3,3.0,0.0,2.0
2455,Ayoze Perez,2021-05-18,Leicester City,Chelsea,90.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,43.0,1.0,0.0,2.0,0.2,0.2,0.0,1.0,0.0,21.0,30.0,70.0,4.0,0.0,2.0
2456,Ayoze Perez,2021-05-23,Leicester City,Tottenham,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,60.0,1.0,0.0,0.0
2457,Ayoze Perez,2021-08-14,Leicester City,Wolves,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,1.0,1.0,0.0,0.0,0.3,3.0,0.0,20.0,23.0,87.0,3.0,0.0,1.0
2458,Ayoze Perez,2021-08-23,Leicester City,West Ham,39.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.1,0.1,0.1,2.0,0.0,12.0,15.0,80.0,0.0,1.0,2.0
2459,Ayoze Perez,2021-10-16,Leicester City,Manchester Utd,18.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.3,0.3,1.0,3.0,1.0,8.0,9.0,88.9,1.0,0.0,0.0
